epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.96121912109375,1.7737894155502318,72.84,65.07,19.092,13.769999999999996
2,1.752389510498047,1.7099756364822387,65.096,62.62,13.268,12.079999999999998
3,1.5143829814147949,1.4708646451950074,54.924,52.52,8.646,8.599999999999994
4,1.2888261100006104,1.243929079437256,46.104,44.61,5.786000000000001,5.060000000000002
5,1.1285868005371094,1.2314550144195557,39.966,42.97,4.317999999999998,5.140000000000001
6,1.0059712587356568,1.2267942293167113,35.676,42.4,3.254000000000005,5.859999999999999
7,0.9173392848205566,0.9553374146461486,32.376000000000005,33.879999999999995,2.7480000000000047,2.799999999999997
8,0.8392896216773987,1.0734969358444213,29.378,36.22,2.1059999999999945,3.6899999999999977
9,0.7769499685478211,0.9379764553070068,27.093999999999994,32.519999999999996,1.8940000000000055,2.6200000000000045
10,0.7245136613845825,0.9402236004829406,25.117999999999995,31.409999999999997,1.6380000000000052,3.1200000000000045
11,0.6885169140434265,0.8091165240287781,24.066000000000003,27.549999999999997,1.4279999999999973,2.0799999999999983
12,0.6478369630622863,0.971008874797821,22.42,34.17,1.2800000000000011,2.019999999999996
13,0.6216211887550354,0.8125755249023437,21.605999999999995,27.840000000000003,1.186000000000007,1.9399999999999977
14,0.5939162873458862,0.8404028314590454,20.412000000000006,28.549999999999997,1.0619999999999976,1.7099999999999937
15,0.5679531540679932,1.071373274230957,19.816000000000003,34.86,0.9920000000000044,1.7600000000000051
16,0.5473566283607483,0.8080294693946838,19.004000000000005,27.89,0.8940000000000055,1.9099999999999966
17,0.5211859629440307,0.7582850500106811,17.938000000000002,25.42,0.7920000000000016,1.7199999999999989
18,0.5024799375247956,0.8951551640510559,17.439999999999998,28.53,0.7459999999999951,1.519999999999996
19,0.4922553299999237,0.6969031274795532,17.165999999999997,23.230000000000004,0.6760000000000019,1.6099999999999994
20,0.473992961063385,0.9744857126235962,16.408,31.450000000000003,0.6899999999999977,1.7999999999999972
21,0.4655121164894104,0.6745601773262024,16.025999999999996,22.760000000000005,0.6779999999999973,1.3199999999999932
22,0.45145934836387636,1.1411452405929565,15.894000000000005,34.510000000000005,0.6080000000000041,4.310000000000002
23,0.43736283133506776,0.8242331816673278,15.158000000000001,25.47,0.6219999999999999,3.1500000000000057
24,0.4258433559513092,0.6336130450248718,14.787999999999997,21.049999999999997,0.5280000000000058,1.4000000000000057
25,0.4163295384025574,0.9121076506614685,14.534000000000006,28.58,0.5300000000000011,2.180000000000007
26,0.40583037773132324,0.7893861790657043,14.025999999999996,24.67,0.46399999999999864,2.0
27,0.39680904744148254,0.6955315898895263,13.947999999999993,23.269999999999996,0.5060000000000002,1.730000000000004
28,0.38736683188438414,0.677939530467987,13.530000000000001,22.590000000000003,0.39400000000000546,1.1299999999999955
