epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.752742377433777,1.5281207319259644,66.53999999999999,56.16,14.361999999999995,8.510000000000005
2,1.275067308330536,1.3485133338928224,46.966,44.44,5.614000000000004,5.719999999999999
3,0.9694121967697144,1.4852101596832274,34.858000000000004,41.77,3.004000000000005,5.170000000000002
4,0.7894447413253785,0.8655595594406128,28.075999999999993,28.739999999999995,1.8739999999999952,2.1099999999999994
5,0.6779468818855285,0.7855318798065185,23.858000000000004,27.099999999999994,1.3359999999999985,1.3100000000000023
6,0.597367744884491,0.6427592212677002,20.811999999999998,21.560000000000002,1.0679999999999978,1.0499999999999972
7,0.5353549120140075,0.694877042388916,18.64,21.810000000000002,0.8960000000000008,1.230000000000004
8,0.48780595668792726,0.5839019631385803,16.926000000000002,19.260000000000005,0.75,0.8900000000000006
9,0.44762260053634645,0.6124245981216431,15.554000000000002,20.400000000000006,0.617999999999995,1.2199999999999989
10,0.4152878824043274,0.4960749715805054,14.287999999999997,16.870000000000005,0.5400000000000063,0.7600000000000051
11,0.386280397939682,0.48035804471969606,13.408000000000001,15.659999999999997,0.42600000000000193,0.7600000000000051
12,0.35856513633728027,0.5337911386489869,12.563999999999993,17.319999999999993,0.402000000000001,0.6700000000000017
13,0.3312168559837341,0.47376515417098997,11.567999999999998,15.329999999999998,0.3439999999999941,0.730000000000004
14,0.3164049511432648,0.45408790974617,11.052000000000007,15.010000000000005,0.30400000000000205,0.5699999999999932
15,0.2920067856311798,0.4962780448913574,10.183999999999997,14.650000000000006,0.26600000000000534,0.6299999999999955
16,0.27418502351760865,0.4649558141708374,9.572000000000003,14.14,0.20600000000000307,0.5300000000000011
17,0.25997708812236786,0.4545270582199097,9.063999999999993,13.790000000000006,0.15399999999999636,0.5
18,0.24263551202774047,0.4354839587211609,8.486000000000004,13.209999999999994,0.15800000000000125,0.5
19,0.23141572986602782,0.4858402932167053,8.168000000000006,13.950000000000003,0.13599999999999568,0.6700000000000017
20,0.21714756041526795,0.443214478969574,7.778000000000006,13.439999999999998,0.10800000000000409,0.5300000000000011
21,0.2071787460422516,0.5296266296863555,7.322000000000003,14.870000000000005,0.09399999999999409,0.37999999999999545
22,0.1952382282733917,0.4562857852935791,6.822000000000003,13.5,0.09000000000000341,0.46999999999999886
23,0.18592104400634765,0.4268032718658447,6.628,12.64,0.06799999999999784,0.35999999999999943
24,0.17564814312934876,0.45034874563217164,6.156000000000006,12.959999999999994,0.060000000000002274,0.4000000000000057
25,0.16972592517852783,0.38502893729209897,6.075999999999993,11.780000000000001,0.07200000000000273,0.3400000000000034
26,0.16394746958732606,0.42314575073719024,5.841999999999999,11.810000000000002,0.04399999999999693,0.4099999999999966
27,0.15589653053283692,0.4037645373344421,5.4879999999999995,11.730000000000004,0.04000000000000625,0.3100000000000023
28,0.1473034198331833,0.42932984771728516,5.310000000000002,12.370000000000005,0.036000000000001364,0.3400000000000034
29,0.14443142394542693,0.4337919316291809,5.156000000000006,12.010000000000005,0.04000000000000625,0.480000000000004
30,0.13680396349430085,0.50093617477417,4.872,13.290000000000006,0.036000000000001364,0.5
31,0.13374422263145447,0.465321057510376,4.790000000000006,12.260000000000005,0.0379999999999967,0.3400000000000034
32,0.1273462765789032,0.46928763093948367,4.447999999999993,11.75,0.036000000000001364,0.4200000000000017
